1	375426	1	375426	375426	375426	100.00	375426	375426	100.00	100.00	NHTR01000006.1	NHTR01000006.1	[IDENTITY]
165173	167019	339425	337579	1847	1847	100.00	375426	375426	0.49	0.49	NHTR01000006.1	NHTR01000006.1	
337579	339425	167019	165173	1847	1847	100.00	375426	375426	0.49	0.49	NHTR01000006.1	NHTR01000006.1	
9023	10870	167019	165172	1848	1848	99.95	835505	375426	0.22	0.49	NHTR01000003.1	NHTR01000006.1	
32965	33158	375426	375233	194	194	100.00	835505	375426	0.02	0.05	NHTR01000003.1	NHTR01000006.1	
79600	81481	355754	353873	1882	1882	100.00	835505	375426	0.23	0.50	NHTR01000003.1	NHTR01000006.1	
84933	86307	363797	362423	1375	1375	98.91	835505	375426	0.16	0.37	NHTR01000003.1	NHTR01000006.1	
326518	328222	235301	233599	1705	1703	95.01	835505	375426	0.20	0.45	NHTR01000003.1	NHTR01000006.1	
328222	329172	233424	232474	951	951	92.77	835505	375426	0.11	0.25	NHTR01000003.1	NHTR01000006.1	
330885	332969	231558	229477	2085	2082	90.07	835505	375426	0.25	0.55	NHTR01000003.1	NHTR01000006.1	
333438	336843	229009	225600	3406	3410	89.03	835505	375426	0.41	0.91	NHTR01000003.1	NHTR01000006.1	
346470	349658	217587	214399	3189	3189	98.78	835505	375426	0.38	0.85	NHTR01000003.1	NHTR01000006.1	
677545	678453	95605	94697	909	909	99.01	835505	375426	0.11	0.24	NHTR01000003.1	NHTR01000006.1	
685611	688580	217215	214246	2970	2970	97.78	835505	375426	0.36	0.79	NHTR01000003.1	NHTR01000006.1	
692395	692643	94522	94204	249	319	74.06	835505	375426	0.03	0.08	NHTR01000003.1	NHTR01000006.1	
692843	692976	94198	94065	134	134	95.52	835505	375426	0.02	0.04	NHTR01000003.1	NHTR01000006.1	
693661	693783	94065	93943	123	123	90.24	835505	375426	0.01	0.03	NHTR01000003.1	NHTR01000006.1	
762153	763553	131381	129980	1401	1402	88.04	835505	375426	0.17	0.37	NHTR01000003.1	NHTR01000006.1	
788316	789017	129977	129276	702	702	92.88	835505	375426	0.08	0.19	NHTR01000003.1	NHTR01000006.1	
789017	789546	128991	128461	530	531	90.96	835505	375426	0.06	0.14	NHTR01000003.1	NHTR01000006.1	
791186	791434	276356	276108	249	249	87.15	835505	375426	0.03	0.07	NHTR01000003.1	NHTR01000006.1	
800309	800458	94703	94554	150	150	99.33	835505	375426	0.02	0.04	NHTR01000003.1	NHTR01000006.1	
6073	8656	359833	357250	2584	2584	100.00	706697	375426	0.37	0.69	NHTR01000004.1	NHTR01000006.1	
9943	10469	363799	363273	527	527	99.05	706697	375426	0.07	0.14	NHTR01000004.1	NHTR01000006.1	
10469	11188	363142	362423	720	720	98.89	706697	375426	0.10	0.19	NHTR01000004.1	NHTR01000006.1	
46112	48652	161451	158911	2541	2541	100.00	706697	375426	0.36	0.68	NHTR01000004.1	NHTR01000006.1	
503193	503469	260009	259731	277	279	98.57	1071486	375426	0.03	0.07	NHTR01000002.1	NHTR01000006.1	
598971	600346	363798	362423	1376	1376	99.78	1071486	375426	0.13	0.37	NHTR01000002.1	NHTR01000006.1	
227757	229402	259862	258211	1646	1652	94.73	1846036	375426	0.09	0.44	NHTR01000001.1	NHTR01000006.1	
489260	491105	167020	165175	1846	1846	99.89	1846036	375426	0.10	0.49	NHTR01000001.1	NHTR01000006.1	
770129	772044	355759	353844	1916	1916	99.53	1846036	375426	0.10	0.51	NHTR01000001.1	NHTR01000006.1	
1245787	1246620	82806	81973	834	834	98.80	1846036	375426	0.05	0.22	NHTR01000001.1	NHTR01000006.1	
1	297	259392	259096	297	297	100.00	322744	375426	0.09	0.08	NHTR01000007.1	NHTR01000006.1	
299	404	258316	258211	106	106	99.06	322744	375426	0.03	0.03	NHTR01000007.1	NHTR01000006.1	
512052	512523	244509	244038	472	472	78.86	5128582	375426	0.01	0.13	CP022713.1	NHTR01000006.1	
212756	218844	235563	229477	6089	6087	94.53	1676879	375426	0.36	1.62	NHMQ01000001.1	NHTR01000006.1	
219192	219743	229132	228581	552	552	81.12	1676879	375426	0.03	0.15	NHMQ01000001.1	NHTR01000006.1	
220079	221688	227566	225957	1610	1610	95.22	1676879	375426	0.10	0.43	NHMQ01000001.1	NHTR01000006.1	
221699	225910	217803	213598	4212	4206	92.88	1676879	375426	0.25	1.12	NHMQ01000001.1	NHTR01000006.1	
226324	226993	200802	200133	670	670	87.31	1676879	375426	0.04	0.18	NHMQ01000001.1	NHTR01000006.1	
226993	230776	197547	193760	3784	3788	89.75	1676879	375426	0.23	1.01	NHMQ01000001.1	NHTR01000006.1	
233312	233568	190867	190611	257	257	96.11	1676879	375426	0.02	0.07	NHMQ01000001.1	NHTR01000006.1	
234174	235961	189911	188123	1788	1789	88.26	1676879	375426	0.11	0.48	NHMQ01000001.1	NHTR01000006.1	
236283	236900	175867	175254	618	614	87.06	1676879	375426	0.04	0.16	NHMQ01000001.1	NHTR01000006.1	
237005	241699	175137	170440	4695	4698	86.42	1676879	375426	0.28	1.25	NHMQ01000001.1	NHTR01000006.1	
242086	245104	170035	167019	3019	3017	87.36	1676879	375426	0.18	0.80	NHMQ01000001.1	NHTR01000006.1	
245104	248304	165181	161981	3201	3201	90.78	1676879	375426	0.19	0.85	NHMQ01000001.1	NHTR01000006.1	
251602	252560	157965	157006	959	960	94.06	1676879	375426	0.06	0.26	NHMQ01000001.1	NHTR01000006.1	
253114	253834	156828	156108	721	721	91.40	1676879	375426	0.04	0.19	NHMQ01000001.1	NHTR01000006.1	
253997	256593	153322	150726	2597	2597	88.65	1676879	375426	0.15	0.69	NHMQ01000001.1	NHTR01000006.1	
256918	258647	150394	148671	1730	1724	85.48	1676879	375426	0.10	0.46	NHMQ01000001.1	NHTR01000006.1	
259297	259683	148011	147628	387	384	86.05	1676879	375426	0.02	0.10	NHMQ01000001.1	NHTR01000006.1	
260711	262657	133363	131419	1947	1945	89.46	1676879	375426	0.12	0.52	NHMQ01000001.1	NHTR01000006.1	
1209476	1213493	140516	136499	4018	4018	86.68	1676879	375426	0.24	1.07	NHMQ01000001.1	NHTR01000006.1	
51078	51498	80500	80081	421	420	99.29	563091	375426	0.07	0.11	NHTR01000005.1	NHTR01000006.1	
524016	524784	213202	212434	769	769	94.54	563091	375426	0.14	0.20	NHTR01000005.1	NHTR01000006.1	
524009	524151	144	1	143	144	97.22	563091	375426	0.03	0.04	NHTR01000005.1	NHTR01000006.1	
525361	528299	210511	207569	2939	2943	95.68	563091	375426	0.52	0.78	NHTR01000005.1	NHTR01000006.1	
