CP021422.1	BRK	1	274553	274553
CP021422.1	DUP	274554	275211	658
CP021422.1	BRK	275212	276305	1094
CP021422.1	DUP	276306	276601	296
CP021422.1	BRK	276602	349006	72405
CP021422.1	DUP	349007	349717	711
CP021422.1	BRK	349718	723095	373378
CP021422.1	DUP	723096	724696	1601
CP021422.1	BRK	724697	740480	15784
CP021422.1	DUP	740481	741723	1243
CP021422.1	BRK	741724	745342	3619
CP021422.1	DUP	745343	745495	153
CP021422.1	BRK	745496	859203	113708
CP021422.1	DUP	859204	859630	427
CP021422.1	BRK	859631	860009	379
CP021422.1	DUP	860010	860266	257
CP021422.1	BRK	860267	1328523	468257
CP021422.1	DUP	1328524	1329193	670
CP021422.1	BRK	1329194	1346975	17782
CP021422.1	DUP	1346976	1347250	275
CP021422.1	BRK	1347251	1347473	223
CP021422.1	DUP	1347474	1347675	202
CP021422.1	BRK	1347676	1397061	49386
CP021422.1	DUP	1397062	1398009	948
CP021422.1	BRK	1398010	1398176	167
CP021422.1	DUP	1398177	1398888	712
CP021422.1	BRK	1398889	1399099	211
CP021422.1	DUP	1399100	1400113	1014
CP021422.1	BRK	1400114	1567637	167524
CP021422.1	DUP	1567638	1567719	82
CP021422.1	BRK	1567720	1620993	53274
CP021422.1	DUP	1620994	1621813	820
CP021422.1	BRK	1621814	2116379	494566
CP021422.1	DUP	2116380	2116557	178
CP021422.1	BRK	2116558	2208054	91497
CP021422.1	DUP	2208055	2208358	304
CP021422.1	BRK	2208359	2773574	565216
CP021422.1	DUP	2773575	2774032	458
CP021422.1	BRK	2774033	2782703	8671
CP021422.1	DUP	2782704	2782857	154
CP021422.1	BRK	2782858	2852693	69836
CP021422.1	DUP	2852694	2852966	273
CP021422.1	BRK	2852967	2918072	65106
CP021422.1	DUP	2918073	2918591	519
CP021422.1	BRK	2918592	2933995	15404
CP021422.1	DUP	2933996	2934267	272
CP021422.1	BRK	2934268	3202766	268499
CP021422.1	DUP	3202767	3203370	604
CP021422.1	BRK	3203371	3273986	70616
CP021422.1	DUP	3273987	3274390	404
CP021422.1	BRK	3274391	3278286	3896
CP021422.1	DUP	3278287	3278894	608
CP021422.1	BRK	3278895	3777486	498592
CP021422.1	DUP	3777487	3780206	2720
CP021422.1	BRK	3780207	3780778	572
CP021422.1	DUP	3780779	3782076	1298
CP021422.1	BRK	3782077	3802913	20837
CP022713.1	BRK	1	1563202	1563202
CP022713.1	DUP	1563203	1564040	838
CP022713.1	BRK	1564041	3241338	1677298
CP022713.1	DUP	3241339	3241414	76
CP022713.1	BRK	3241415	3627459	386045
CP022713.1	DUP	3627460	3631189	3730
CP022713.1	BRK	3631190	3659135	27946
CP022713.1	DUP	3659136	3665582	6447
CP022713.1	BRK	3665583	3669301	3719
CP022713.1	DUP	3669302	3669760	459
CP022713.1	DUP	3669761	3670771	1011
CP022713.1	BRK	3670772	3684424	13653
CP022713.1	DUP	3684425	3685727	1303
CP022713.1	BRK	3685728	3690909	5182
CP022713.1	DUP	3690910	3691456	547
CP022713.1	BRK	3691457	5128582	1437126
NHTR01000003.1	BRK	1	355993	355993
NHTR01000003.1	DUP	355994	356163	170
NHTR01000003.1	BRK	356164	835505	479342
NHTR01000004.1	BRK	1	554729	554729
NHTR01000004.1	DUP	554730	559980	5251
NHTR01000004.1	BRK	559981	560838	858
NHTR01000004.1	DUP	560839	562867	2029
NHTR01000004.1	BRK	562868	706697	143830
NHTR01000005.1	BRK	1	344549	344549
NHTR01000005.1	DUP	344550	345081	532
NHTR01000005.1	BRK	345082	540699	195618
NHTR01000005.1	DUP	540700	543706	3007
NHTR01000005.1	BRK	543707	563091	19385
NHTR01000006.1	BRK	1	131418	131418
NHTR01000006.1	DUP	131419	133363	1945
NHTR01000006.1	BRK	133364	136498	3135
NHTR01000006.1	DUP	136499	140516	4018
NHTR01000006.1	BRK	140517	147627	7111
NHTR01000006.1	DUP	147628	148011	384
NHTR01000006.1	BRK	148012	148670	659
NHTR01000006.1	DUP	148671	150394	1724
NHTR01000006.1	BRK	150395	150725	331
NHTR01000006.1	DUP	150726	153322	2597
NHTR01000006.1	BRK	153323	156107	2785
NHTR01000006.1	DUP	156108	156828	721
NHTR01000006.1	BRK	156829	157005	177
NHTR01000006.1	DUP	157006	157965	960
NHTR01000006.1	BRK	157966	161980	4015
NHTR01000006.1	DUP	161981	165181	3201
NHTR01000006.1	BRK	165182	167018	1837
NHTR01000006.1	DUP	167019	170035	3017
NHTR01000006.1	BRK	170036	170439	404
NHTR01000006.1	DUP	170440	175137	4698
NHTR01000006.1	BRK	175138	175253	116
NHTR01000006.1	DUP	175254	175867	614
NHTR01000006.1	BRK	175868	188122	12255
NHTR01000006.1	DUP	188123	189911	1789
NHTR01000006.1	BRK	189912	190610	699
NHTR01000006.1	DUP	190611	190867	257
NHTR01000006.1	BRK	190868	193759	2892
NHTR01000006.1	DUP	193760	197547	3788
NHTR01000006.1	BRK	197548	200132	2585
NHTR01000006.1	DUP	200133	200802	670
NHTR01000006.1	BRK	200803	213597	12795
NHTR01000006.1	DUP	213598	217803	4206
NHTR01000006.1	BRK	217804	225956	8153
NHTR01000006.1	DUP	225957	227566	1610
NHTR01000006.1	BRK	227567	228580	1014
NHTR01000006.1	DUP	228581	229132	552
NHTR01000006.1	BRK	229133	229476	344
NHTR01000006.1	DUP	229477	235563	6087
NHTR01000006.1	BRK	235564	375426	139863
