CP022722.1	BRK	1	1312918	1312918
CP022722.1	DUP	1312919	1314865	1947
CP022722.1	BRK	1314866	1321691	6826
CP022722.1	DUP	1321692	1322232	541
CP022722.1	BRK	1322233	4469084	3146852
NHMQ01000001.1	BRK	1	246655	246655
NHMQ01000001.1	DUP	246656	247202	547
NHMQ01000001.1	BRK	247203	247374	172
NHMQ01000001.1	DUP	247375	248317	943
NHMQ01000001.1	BRK	248318	250628	2311
NHMQ01000001.1	DUP	250629	251931	1303
NHMQ01000001.1	BRK	251932	252004	73
NHMQ01000001.1	DUP	252005	253018	1014
NHMQ01000001.1	BRK	253019	260614	7596
NHMQ01000001.1	DUP	260615	261209	595
NHMQ01000001.1	BRK	261210	1383593	1122384
NHMQ01000001.1	DUP	1383594	1384431	838
NHMQ01000001.1	BRK	1384432	1676879	292448
NHMQ01000002.1	BRK	1	554425	554425
NHMQ01000002.1	DUP	554426	554884	459
NHMQ01000002.1	DUP	554885	561332	6448
NHMQ01000002.1	BRK	561333	1113122	551790
NHMQ01000004.1	BRK	1	43612	43612
NHMQ01000004.1	DUP	43613	47344	3732
NHMQ01000004.1	BRK	47345	72701	25357
NHTR01000001.1	BRK	1	195116	195116
NHTR01000001.1	DUP	195117	195748	632
NHTR01000001.1	BRK	195749	292746	96998
NHTR01000001.1	DUP	292747	292872	126
NHTR01000001.1	BRK	292873	795094	502222
NHTR01000001.1	DUP	795095	795608	514
NHTR01000001.1	BRK	795609	1176400	380792
NHTR01000001.1	DUP	1176401	1178054	1654
NHTR01000001.1	BRK	1178055	1846036	667982
NHTR01000002.1	BRK	1	233282	233282
NHTR01000002.1	DUP	233283	233464	182
NHTR01000002.1	BRK	233465	664682	431218
NHTR01000002.1	DUP	664683	664918	236
NHTR01000002.1	BRK	664919	1071486	406568
NHTR01000003.1	BRK	1	691108	691108
NHTR01000003.1	DUP	691109	691928	820
NHTR01000003.1	BRK	691929	697475	5547
NHTR01000003.1	DUP	697476	698104	629
NHTR01000003.1	BRK	698105	835505	137401
NHTR01000004.1	BRK	1	560401	560401
NHTR01000004.1	DUP	560402	560977	576
NHTR01000004.1	DUP	560407	560996	590
NHTR01000004.1	BRK	560997	562658	1662
NHTR01000004.1	DUP	562659	562855	197
NHTR01000004.1	BRK	562856	698134	135279
NHTR01000004.1	DUP	698135	698356	222
NHTR01000004.1	BRK	698357	706697	8341
NHTR01000005.1	BRK	1	452318	452318
NHTR01000005.1	DUP	452319	453083	765
NHTR01000005.1	BRK	453084	563091	110008
NHTR01000006.1	BRK	1	244037	244037
NHTR01000006.1	DUP	244038	244509	472
NHTR01000006.1	BRK	244510	375426	130917
NHTR01000007.1	BRK	1	204313	204313
NHTR01000007.1	DUP	204314	205015	702
NHTR01000007.1	BRK	205016	322744	117729
NHTR01000008.1	BRK	1	115129	115129
NHTR01000008.1	DUP	115130	115296	167
NHTR01000008.1	BRK	115297	321604	206308
NHTR01000014.1	BRK	1	16338	16338
NHTR01000014.1	DUP	16339	16460	122
NHTR01000014.1	BRK	16461	26695	10235
