# Gene Family	1681d14_S57_R1R2_Abundance-RPKs	1683d00_S47_R1R2_Abundance-RPKs	1683d04_S48_R1R2_Abundance-RPKs	1683d09_S49_R1R2_Abundance-RPKs	1683d14_S50_R1R2_Abundance-RPKs	1683d18_S51_R1R2_Abundance-RPKs	1683d23_S52_R1R2_Abundance-RPKs	1683d30_S53_R1R2_Abundance-RPKs	1683d44_S55_R1R2_Abundance-RPKs	1683d49_S56_R1R2_Abundance-RPKs	1683d53_S57_R1R2_Abundance-RPKs	1683d58_S58_R1R2_Abundance-RPKs	1683d63_S59_R1R2_Abundance-RPKs	1683d67_S60_R1R2_Abundance-RPKs	1683d72_S61_R1R2_Abundance-RPKs	1683d79_S62_R1R2_Abundance-RPKs	1688d00_S1_R1R2_Abundance-RPKs	1688d04_S2_R1R2_Abundance-RPKs	1688d09_S3_R1R2_Abundance-RPKs	1688d14_S4_R1R2_Abundance-RPKs	1688d18_S5_R1R2_Abundance-RPKs	1688d23_S6_R1R2_Abundance-RPKs	1688d30_S7_R1R2_Abundance-RPKs	1688d37_S8_R1R2_Abundance-RPKs	1688d44_S9_R1R2_Abundance-RPKs	1688d49_S10_R1R2_Abundance-RPKs	1688d53_S11_R1R2_Abundance-RPKs	1688d58_S12_R1R2_Abundance-RPKs	1688d63_S13_R1R2_Abundance-RPKs	1688d67_S14_R1R2_Abundance-RPKs	1688d72_S15_R1R2_Abundance-RPKs	1688d79_S16_R1R2_Abundance-RPKs	1692d00_S17_R1R2_Abundance-RPKs	1692d04_S18_R1R2_Abundance-RPKs	1692d09_S19_R1R2_Abundance-RPKs	1692d14_S20_R1R2_Abundance-RPKs	1692d18_S21_R1R2_Abundance-RPKs	1692d23_S22_R1R2_Abundance-RPKs	1692d30_S23_R1R2_Abundance-RPKs	1692d37_S24_R1R2_Abundance-RPKs	1692d44_S25_R1R2_Abundance-RPKs	1692d49_S26_R1R2_Abundance-RPKs	1692d53_S27_R1R2_Abundance-RPKs	1692d58_S28_R1R2_Abundance-RPKs	1692d63_S29_R1R2_Abundance-RPKs	1692d67_S30_R1R2_Abundance-RPKs	1692d72_S31_R1R2_Abundance-RPKs	1692d79_S32_R1R2_Abundance-RPKs	1699d00_S33_R1R2_Abundance-RPKs	1699d04_S34_R1R2_Abundance-RPKs	1699d09_S35_R1R2_Abundance-RPKs	1699d14_S36_R1R2_Abundance-RPKs	1699d18_S37_R1R2_Abundance-RPKs	1699d23_S38_R1R2_Abundance-RPKs	1699d30_S39_R1R2_Abundance-RPKs	1699d37_S40_R1R2_Abundance-RPKs	1699d44_S41_R1R2_Abundance-RPKs	1699d49_S42_R1R2_Abundance-RPKs	1699d53_S63_R1R2_Abundance-RPKs	1699d58_S64_R1R2_Abundance-RPKs	1699d63_S65_R1R2_Abundance-RPKs	1699d67_S66_R1R2_Abundance-RPKs	1699d72_S67_R1R2_Abundance-RPKs	1699d79_S68_R1R2_Abundance-RPKs
UNMAPPED	8593548.0	12953333.0	11438613.0	5199705.0	11182365.0	10459288.0	9582201.0	11760991.0	14346920.0	11059189.0	13763288.0	12667270.0	10773728.0	13485486.0	13302411.0	14991801.0	8900602.0	13120699.0	12089973.0	9941753.0	11817476.0	12697814.0	12746531.0	9919426.0	14855558.0	12499861.0	13381823.0	15526697.0	13930510.0	13328471.0	13131494.0	17104565.0	14635155.0	9747495.0	14296691.0	16145162.0	10088467.0	16339405.0	10608775.0	12788573.0	13578978.0	11247313.0	9119488.0	14672652.0	13057074.0	11238755.0	17816608.0	14690509.0	12825780.0	16614735.0	12492157.0	14595613.0	16046041.0	13878488.0	16403124.0	15489261.0	9646993.0	8489990.0	10962942.0	12000680.0	11132242.0	11164809.0	12888783.0	15700326.0
UNGROUPED	29637331.204	43804828.603	39052411.726	18041624.877	36778965.379	35209283.786	32796546.866	40906166.425	49366869.327	37753251.887	49976802.782	43599708.441	37920479.235	47924502.583	46968611.653	45843694.859	29707350.481	43721854.795	39785154.265	33020474.131	41459987.792	40397204.198	42924327.089	33772030.925	49418853.09	42851086.795	40745041.672	52307594.36	48615544.493	45046848.629	44874068.625	29299835.775	48831770.212	34293660.161	47526713.079	50098287.491	36246296.183	53162811.964	35115901.184	43429714.777	46468964.082	38847574.614	30419129.703	46686685.193	43557690.996	38371243.012	54952272.409	48261154.775	41724975.232	52999298.756	35009382.97	47794005.664	54307121.703	41635943.437	56389683.13	54534952.384	32061384.869	29083813.835	36339929.753	37274406.595	35436176.78	36590975.481	39886606.235	51217792.36
UNGROUPED|g__Akkermansia.s__Akkermansia_muciniphila	2458543.79	5634022.46	3868044.224	3342462.453	6170528.801	4649291.38	4364272.977	5855605.42	7928366.421	5035774.735	5295122.271	8687690.69	5215925.71	6181235.858	6930334.728	7275412.826	2572426.419	7215706.704	5310313.69	5866950.903	6340669.708	6303017.695	6489116.375	4349376.773	10198093.363	6270171.288	9358227.489	10974699.851	3967388.013	8348930.559	6430204.776	4774551.859	7184008.934	2573946.964	6394104.625	9007818.518	5377134.182	8647129.62	3702301.553	8623309.7	5180335.115	2919291.991	3793750.011	6421404.057	4577421.445	6833606.242	6748083.848	8671132.233	7114411.955	5579122.779	7197602.857	6983696.354	11266028.391	8373896.072	13608986.893	6964956.001	5867493.197	5044229.421	13415830.694	11319302.578	7124822.813	8519070.729	7768476.222	13408042.558
UNGROUPED|g__Bacteroides.s__Bacteroides_caecimuris	12101119.23	22572395.245	17440698.27	9261253.224	21449852.365	18664341.005	18495110.357	22822904.124	27360103.967	21328065.9	20193191.994	20077187.547	20975567.555	25665818.532	24751260.257	24623420.464	12177454.117	21488820.446	21709534.185	17030532.35	14140911.277	20390139.095	23353043.072	14959652.298	24559682.28	19384615.218	16974558.97	27986701.315	17908939.902	22311161.502	22389028.156	15563954.526	22587782.094	30314294.273	26503227.585	22798234.772	28153218.039	28652031.984	13707137.193	20018195.002	20990955.422	16213821.366	23576902.358	21810151.086	21414281.866	28026449.639	21336300.374	24762036.886	21524737.287	45511518.157	14812065.042	25164079.799	42585641.193	19657708.024	22931931.233	24066683.056	15461028.373	15417571.67	22221030.817	16960440.757	15432729.181	27609861.816	24190753.063	23166154.279
UNGROUPED|g__Blautia.s__Blautia_coccoides	2005287.556	3315704.632	2394942.112	483465.766	823204.488	1379802.472	638303.935	991997.285	1546237.132	1997386.117	1417597.641	1512102.504	1168041.976	1995011.947	1763033.663	1509520.744	1879380.496	3647828.4	1561619.554	1088145.214	483634.774	1375718.918	1079706.152	1571087.3	1886787.111	1781725.968	2488249.566	1337324.184	4102090.028	1584960.773	1221971.923	1501803.643	3218047.067	0.0	4930044.01	3773994.36	0.0	5978639.169	5552827.889	1279613.031	1391664.835	1109481.381	0.0	3673505.212	2266223.334	0.0	11999899.943	1971344.942	3151193.089	53294.972	6988973.752	6160643.277	25898.236	8973535.564	2843990.809	1784602.917	2077282.252	1203682.653	14523.321	5351137.641	6008068.295	43843.618	4848674.914	1386654.129
UNGROUPED|g__Enterococcus.s__Enterococcus_faecalis	30724.179	78051.658	56612.847	15715.837	28170.978	35626.928	24666.955	40257.524	50611.062	55882.067	44771.172	66298.37	36933.015	70727.208	55756.304	74150.622	44008.056	0.0	51308.333	37241.892	0.0	52396.741	63664.675	55622.019	145578.919	77511.605	64916.152	61352.313	81875.498	61763.852	65770.62	99784.339	110113.667	28806.269	183149.901	70920.135	984034.343	248989.292	101499.005	59472.263	63769.282	36769.517	401756.251	147012.695	71758.806	235782.575	491073.57	90039.658	99688.535	0.0	0.0	0.0	0.0	0.0	71023.786	65530.839	57312.452	32932.969	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Erysipelatoclostridium.s__Clostridium_innocuum	333175.725	716133.668	509566.604	115763.863	160355.808	278142.627	148645.69	252231.443	345906.105	448105.388	317780.661	375693.514	282654.7	446182.97	406316.004	381896.215	536001.787	561862.845	378951.848	267088.848	121367.995	384923.654	309653.17	411346.954	584594.652	549344.81	495360.292	411761.653	725416.801	411100.693	371806.922	423924.442	1010976.061	7381.534	1171409.942	1050395.898	5736.76	1358245.701	1146409.001	509168.839	520815.993	366095.571	1419070.062	1087816.463	734274.027	1546464.926	3157754.918	717099.565	906844.582	24270.735	3030515.243	1274503.43	0.0	2930672.511	781154.564	614318.749	584062.454	334258.755	28317.989	2179871.397	949215.334	17453.912	2068231.675	308277.966
UNGROUPED|g__Flavonifractor.s__Flavonifractor_plautii	475871.51	679045.711	549261.638	297295.763	715633.706	588851.267	608259.661	786167.904	833847.255	744077.723	927979.638	596628.605	648839.154	816129.471	730638.94	756312.176	324592.475	739560.896	568974.621	571043.288	547847.838	517999.798	676536.063	535954.733	793435.708	709628.725	820528.082	879687.73	768566.461	808113.669	667579.604	536907.794	781329.769	0.0	432036.641	1083451.512	0.0	38828.843	640535.801	828720.244	785811.766	610368.343	0.0	606737.803	937745.472	0.0	1018356.187	1033529.579	706141.737	0.0	2398424.42	1960959.255	0.0	1081246.74	837537.689	821444.183	474877.879	521631.622	0.0	1186218.348	1166704.012	0.0	862065.166	834959.671
UNGROUPED|g__Lachnoclostridium.s__Clostridium_clostridioforme	10524454.497	7779234.772	12088118.461	3320024.182	4808043.606	7375358.675	6560859.536	7757152.396	8027626.206	5334950.138	19184679.582	9653420.789	7262167.821	10127951.27	9446833.353	8407551.259	10580567.236	7130927.053	7630445.855	5791666.262	17754237.212	8939466.216	8253681.958	9871779.574	7823299.356	11559737.563	7781304.023	6511726.978	18494632.181	8247470.41	10955669.177	4256776.156	10734231.262	0.0	7693872.787	8306066.504	0.0	6108783.85	8697163.198	9830807.056	15688964.998	16139763.221	0.0	11089747.354	11559431.832	0.0	6984934.138	8341515.051	5001547.523	114931.718	0.0	5807230.378	42446.178	0.0	15041641.956	20024624.818	7117748.015	4921681.501	100171.104	0.0	4593934.083	118221.884	0.0	11975003.009
UNGROUPED|g__Lactobacillus.s__Lactobacillus_reuteri	229252.966	532216.715	311428.285	81684.458	181129.679	264178.681	74220.858	110402.71	253157.768	195275.448	121679.079	248842.606	133507.786	159038.387	177007.107	129057.278	238021.544	221203.119	224601.724	134842.643	67339.616	95306.231	97389.282	143866.556	144719.318	105102.484	116824.758	115666.788	129742.126	143373.393	48809.312	70846.962	339916.065	101538.175	218867.588	421488.024	17534.99	84741.392	210168.311	81702.673	99942.766	76929.334	66840.979	88723.194	71759.693	42770.046	341446.186	146194.925	525731.537	1716160.395	581801.656	265994.889	387107.705	618884.526	273416.199	192791.82	245814.655	108408.768	560055.829	277435.873	160703.063	282523.522	148405.195	138700.748
